% 32
% NB: sorted from best to worst
% Score #components [components] mutationId parentScore
-394.94 13 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.06 -399.0 3.0 0.0 0.0 0.0  0 1.0
-396.96666666666664 13 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.03333333333333333 -399.0 0.0 0.0 1.0 0.0  0 1.0
-396.98 13 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.02 -399.0 1.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
-399.0 13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -399.0 0.0 0.0 0.0 0.0  0 1.0
